"X","Y","X.Velocity","Y.Velocity","Velocity.Magnitude","Depth","WSE","BedLevel","BedShear_X","BedShear_Y","Depth.Error"
305391.25,4907414.75,-0.0641422499694909,-0.167614999427503,0.179468705528932,0.0664969999882746,1021.14401164752,1021.07751464753,-2.98357249184859,-9.43387146550596,-0.0168159924827478
305391.35,4907414.75,-0.112417750019833,-0.155114999476488,0.191568300044952,0.065002999993823,1021.14448603001,1021.07948303002,-5.67778299076946,-9.09537671743977,-0.0187219799864806
305391.45,4907414.75,-0.150437250059149,-0.147199749506583,0.210473590885317,0.0629127499969361,1021.14451675002,1021.08160400002,-8.60968924217597,-9.45052571734463,-0.0210716299844762
305391.55,4907414.75,-0.179643500060136,-0.142743249528264,0.22945026127626,0.0610150000003324,1021.14544187751,1021.08442687751,-11.5311227416244,-10.1013187157494,-0.022404802485994
305391.65,4907414.75,-0.20132150007289,-0.139872499540364,0.245142127181902,0.0596847500021816,1021.14693450502,1021.08724975502,-14.0826487427027,-10.7001554645057,-0.02304840498266
305391.75,4907414.75,-0.21670100006521,-0.137189499552884,0.25647666992698,0.0589187500049996,1021.14752653752,1021.08860778751,-16.0233789912876,-11.0442329633513,-0.0245926024817891
305391.85,4907414.75,-0.226791250060626,-0.134114999566291,0.263478849649697,0.0585575000074552,1021.15119360752,1021.09263610751,-17.2616374903563,-11.0797047133013,-0.0229396924846696
305391.95,4907414.75,-0.232267750061202,-0.130500999579536,0.266418502754127,0.0584562500096958,1021.15376264502,1021.09530639501,-17.7964464901947,-10.8283012141533,-0.0223237849817224
305392.05,4907414.75,-0.233590500060444,-0.126412499596673,0.265602412964881,0.058504250011987,1021.15626731252,1021.0977630625,-17.6893802401538,-10.3510179659876,-0.0217112074847137
305392.15,4907414.75,-0.23099125005848,-0.122018749611026,0.261238459764671,0.0586020000145892,1021.15882173002,1021.10021973,-17.013388489763,-9.71316971780268,-0.020987839981899
305392.25,4907414.75,-0.224446500060309,-0.117479999629507,0.253333341079044,0.058926250015495,1021.16018357502,1021.101257325,-15.8165984901827,-8.9541742205306,-0.0213349749834606
305392.35,4907414.75,-0.213818750068316,-0.113126249646835,0.241900819014602,0.059808750015948,1021.16330911501,1021.10350036499,-14.1495832412693,-8.11380247346298,-0.0199184249894415
305392.45,4907414.75,-0.198878250081365,-0.109433249659984,0.22699822573441,0.0614835000209035,1021.16618931001,1021.10470580999,-12.0836862423599,-7.23069422600299,-0.0186251399874209
305392.55,4907414.75,-0.179445250136783,-0.106800249675152,0.208822630783465,0.0643427500278311,1021.16807199751,1021.10372924749,-9.73794849713191,-6.33134622945127,-0.0182683324867412
305392.65,4907414.75,-0.157361750240097,-0.103860249702338,0.188546206291346,0.0668475000354974,1021.16960018501,1021.10275268498,-7.65949425432519,-5.61540848264876,-0.0182049949873999
305392.75,4907414.75,-0.132949750517635,-0.0931457497953548,0.162332273031706,0.0654725000511136,1021.17071236752,1021.10523986747,-7.67067278400628,-6.22570623523473,-0.0185576524831959
305392.85,4907414.75,-0.0858810006311882,-0.0421797499780089,0.0956800793144606,0.0447280001748977,1021.18933554505,1021.14460754488,-6.95323530629962,-3.5506564975677,-0.00115517494907635
305392.95,4907414.75,-0.0259932502572111,0,0.0259932502572111,0.0130340001289754,1021.19452204001,1021.18148803988,-2.68459952656492,0,0.00287165000918321
305390.75,4907414.65,0.0108215002049995,-0.091186250220643,0.0918261242565998,0.0206977499728882,1021.14174572525,1021.12104797528,1.58100977940858,-14.314645094387,-0.00333484475186197
305390.85,4907414.65,0.0302740006038614,-0.204753000365967,0.206978999590365,0.0478454999590847,1021.14347233018,1021.09562683023,3.96277007689304,-25.6794016518737,-0.00453791981499307
305390.95,4907414.65,0.0291382507260118,-0.243229000088085,0.244968128823366,0.0603074999568448,1021.14081287013,1021.08050537017,3.26236657376584,-20.9524958062319,-0.0100660398712762
305391.05,4907414.65,0.00238775052907941,-0.264023499872256,0.264034296706667,0.067673249966326,1021.14176992762,1021.07409667765,0.455303539310685,-18.0791382537706,-0.0118555623801058
305391.15,4907414.65,-0.0333682497258326,-0.261165499770336,0.263288545820085,0.0693839999781046,1021.1370719851,1021.06768798512,-1.97363348162513,-16.024904980656,-0.0192390549013908
305391.25,4907414.65,-0.0704237499020602,-0.243230749751245,0.253220659060079,0.0687604999824193,1021.13734875509,1021.06858825511,-4.20456474143259,-14.4616879761464,-0.0215867949098083
305391.35,4907414.65,-0.105692250016059,-0.224666499772835,0.248285899385435,0.0664522499892662,1021.13894675507,1021.07249450508,-6.53459949777111,-13.7246399789224,-0.0224912349281112
305391.45,4907414.65,-0.137593000092888,-0.211167249801764,0.25203857058673,0.0638154999913276,1021.13931598507,1021.07550048508,-9.11087925376513,-13.8284059832782,-0.0245634049324508
305391.55,4907414.65,-0.164795000112748,-0.20256849983669,0.261134810372435,0.0614279999948108,1021.14033119506,1021.07890319507,-11.8313560062848,-14.4525327361882,-0.0258675349400619
305391.65,4907414.65,-0.186528750129757,-0.196812749858676,0.271160898973106,0.0595514999981187,1021.14185740506,1021.08230590506,-14.4014997586555,-15.1737622376612,-0.0265996249399905
305391.75,4907414.65,-0.202678250119578,-0.191863499878937,0.279087935348931,0.0582040000039334,1021.14223415006,1021.08403015006,-16.5116617568717,-15.6566149871877,-0.0284201499398478
305391.85,4907414.65,-0.21354075011181,-0.186590499897109,0.283576562166494,0.0572895000093749,1021.14656867505,1021.08927917504,-17.9634037545593,-15.7447782367132,-0.0261608149540962
305391.95,4907414.65,-0.219504750112353,-0.180562499912615,0.284227288796448,0.0566365000146683,1021.14944045504,1021.09280395503,-18.6839032528668,-15.4186832365686,-0.0253031949562228
305392.05,4907414.65,-0.220938750115966,-0.173781749933436,0.281094339880284,0.056102000020953,1021.15249177253,1021.09638977251,-18.7013082515001,-14.7466344872883,-0.0242050074698454
305392.15,4907414.65,-0.218088250123377,-0.166466999950035,0.274360614728575,0.0556525000257604,1021.15562809002,1021.09997559,-18.0969250002916,-13.8322277376712,-0.022960779976529
305392.25,4907414.65,-0.210832750140713,-0.158863499975047,0.263984961988781,0.0555917500307207,1021.15735261502,1021.10176086499,-16.9226322502993,-12.7484734890732,-0.0230673049829875
305392.35,4907414.65,-0.198543250171436,-0.151311500004225,0.249628909027312,0.0559337500386269,1021.16280630748,1021.10687255744,-15.1859457515284,-11.5515839907729,-0.0193226025197646
305392.45,4907414.65,-0.179719750210705,-0.143992500040299,0.230289011209076,0.0563607500522406,1021.16655972497,1021.11019897491,-12.848269503119,-10.2615144924533,-0.0172171350335475
305392.55,4907414.65,-0.151618500289549,-0.136237500108575,0.203835291512255,0.0570120000762101,1021.17017117993,1021.11315917985,-9.83304900877588,-8.79792274712628,-0.0151925900715923
305392.65,4907414.65,-0.112646000352701,-0.123946250221194,0.167486698992354,0.0572717501073675,1021.1733911349,1021.1161193848,-6.45633501376022,-7.21616775488602,-0.0134985150955345
305392.75,4907414.65,-0.0617597503227931,-0.0904445004845971,0.109519287926109,0.0527832501390722,1021.1742126949,1021.12142944476,-3.19554276524865,-6.04653928207016,-0.0141417950998175
305392.85,4907414.65,-0.0165267501276037,-0.0325405003596168,0.036496816757554,0.0242295001036719,1021.19753882718,1021.17330932707,-0.812421256416246,-2.8328260298001,0.0078415571771302
305390.65,4907414.55,-0.00641675,-0.00734575,0.00975370307242331,0.00901275,1021.116831355,1021.107818605,-0.4215245,-0.40142575,-0.0230001850000008
305390.75,4907414.55,-0.0195504999960902,-0.0787892499626902,0.0811786176266903,0.0321152499917987,1021.13192299,1021.09980774,-1.29014674973975,-7.13864624631208,-0.0110213500033751
305390.85,4907414.55,-0.0273772499987081,-0.174636999963038,0.176769894420916,0.0527374999923952,1021.13219001501,1021.07945251501,-1.7899907499386,-14.3726702489543,-0.0138060749932265
305390.95,4907414.55,-0.031763249998093,-0.232152749985002,0.234315606343326,0.065200499996548,1021.132308655,1021.067108155,-1.9830882499183,-16.0243064995615,-0.0166171250033358
305391.05,4907414.55,-0.0417617499921743,-0.269106499986975,0.272327655770854,0.0718319999991839,1021.134759245,1021.062927245,-2.51751299954124,-17.0353752497,-0.0170351849958479
305391.15,4907414.55,-0.057864,-0.276286,0.282280350524085,0.07217625,1021.130922585,1021.058746335,-3.5193955,-17.01362275,-0.023618435000003
305391.25,4907414.55,-0.0784564999934735,-0.263084750005351,0.27453416559074,0.070517250000758,1021.1309267925,1021.0604095425,-4.86476974957068,-16.2499710002819,-0.0262387375003073
305391.35,4907414.55,-0.102246499985358,-0.245176750010146,0.265642589779563,0.0677842500016656,1021.133458075,1021.065673825,-6.53187624891787,-15.5084240002995,-0.02627092500245
305391.45,4907414.55,-0.127507749992617,-0.229919250003808,0.262908896446076,0.0649330000008268,1021.1342079,1021.0692749,-8.59079599934262,-15.3269057499559,-0.0280235499991477
305391.55,4907414.55,-0.151750749986543,-0.218844750005276,0.266310560673718,0.062233500001489,1021.1354451675,1021.0732116675,-10.9717822485429,-15.7076944996449,-0.0292276825030058
305391.65,4907414.55,-0.17286175,-0.210841,0.27264466232454,0.0598765,1021.137024935,1021.077148435,-13.44284825,-16.35719525,-0.0299672549999741
305391.75,4907414.55,-0.189451999995903,-0.204024000001947,0.278420281012792,0.0579362500005019,1021.1371904,1021.07925415,-15.6704537494132,-16.906104499881,-0.0320600900006411
305391.85,4907414.55,-0.200842749994933,-0.196962250004326,0.281303995976406,0.0563822500008053,1021.142258715,1021.08587646499,-17.3514759992167,-17.0900722500238,-0.029189035004265
305391.95,4907414.55,-0.206872499999024,-0.189005000002469,0.280212635835323,0.0550680000003624,1021.145461065,1021.090393065,-18.3036752498374,-16.8118100001501,-0.0280618849997154
305392.05,4907414.55,-0.207684750001007,-0.180049250005489,0.274864853720005,0.0538427500007017,1021.1491491475,1021.09530639749,-18.4836560001157,-16.1085515005186,-0.0263879625049412
305392.15,4907414.55,-0.203508,-0.17023025,0.265318382474834,0.05269125,1021.15291098,1021.10021973,-17.957124,-15.0918885,-0.024579249999988
305392.25,4907414.55,-0.194249000003462,-0.159725500003144,0.251485405846143,0.0518797500001529,1021.1547392475,1021.1028594975,-16.7840360004342,-13.8564160003866,-0.0245820425012653
305392.35,4907414.55,-0.179239750010549,-0.148488000006795,0.232756469576814,0.0512522500004246,1021.16254985749,1021.11129760749,-14.9716880012415,-12.4452090008696,-0.0186024825064806
305392.45,4907414.55,-0.157086000007621,-0.135977250003885,0.207763865763547,0.0502775000003551,1021.16737345,1021.11709595,-12.4941640008214,-10.8473782504953,-0.0154878799995686
305392.55,4907414.55,-0.125876500021092,-0.120798750009901,0.174462693036404,0.0487047500011208,1021.17326224749,1021.12455749749,-9.26293650211893,-8.89745025127947,-0.0111859925076487
305392.65,4907414.55,-0.08096825,-0.091211,0.121964355567774,0.04611275,1021.178131795,1021.132019045,-5.330846,-6.00020125,-0.00790336499994737
305392.75,4907414.55,-0.032443250012651,-0.0426977500159665,0.0536252023568149,0.0323307500070738,1021.17222333,1021.13989258,-1.86881775078586,-2.80600475081258,-0.0153377099973113
305392.85,4907414.55,-0.00535450000623346,-0.00763375000888685,0.00932442006319611,0.0100890000117451,1021.21254261245,1021.20245361244,-0.259364000301939,-0.704998500820726,0.0235777724479931
305390.55,4907414.45,-0.00508674994670419,-0.0055609999417353,0.00753656057975222,0.00772124991910154,1021.11747772001,1021.10975647009,-0.286557246997631,-0.265898997214075,-0.0171658299860837
305390.65,4907414.45,-0.0244087498921971,-0.0309072498489791,0.0393833107359837,0.0273587499130773,1021.12205479496,1021.09469604505,-1.44062299443466,-1.6268947423255,-0.0158846550370981
305390.75,4907414.45,-0.049121499895712,-0.0922149998721978,0.104482189647011,0.0455439999700877,1021.13409075502,1021.08854675505,-2.96808674556412,-5.61445774703938,-0.00702252498490452
305390.85,4907414.45,-0.0615414999095238,-0.165720999961337,0.176778975105354,0.0576697499761037,1021.12932502751,1021.07165527754,-3.71130099667362,-10.2531130052512,-0.0148400124851378
305390.95,4907414.45,-0.0639207499072817,-0.225154249994772,0.23405191424002,0.0681979999951062,1021.12911109001,1021.06091309002,-3.74332874604238,-13.4196635051323,-0.0180446699862387
305391.05,4907414.45,-0.0653779999353889,-0.266177999997674,0.274089420734025,0.0733797500076738,1021.13121056253,1021.05783081252,-3.76981049703791,-15.6867417531008,-0.0188138474721882
305391.15,4907414.45,-0.0703369999748869,-0.279204999998803,0.287928334121182,0.0733862500037882,1021.12813478502,1021.05474853501,-4.18806924898108,-16.800175501524,-0.0246972449820078
305391.25,4907414.45,-0.0812165000014174,-0.272080499977556,0.283943512587481,0.0715739999982052,1021.12793996501,1021.05636596501,-5.04000100025774,-16.8696147488957,-0.0275776149871945
305391.35,4907414.45,-0.0975240000189029,-0.257924749962766,0.275746454597412,0.0688419999980716,1021.13041121251,1021.06156921251,-6.27479450112367,-16.4854432471157,-0.0277308774882385
305391.45,4907414.45,-0.117520500043685,-0.243822749948288,0.270666956466546,0.0659369999972022,1021.13109203002,1021.06515503002,-7.94635175288298,-16.3406529961977,-0.0296135399845525
305391.55,4907414.45,-0.138751500050765,-0.232175499949829,0.270476323443089,0.0630277499985445,1021.13230265251,1021.06927490251,-10.0262637534206,-16.6489244959342,-0.0309053574879954
305391.65,4907414.45,-0.15874900006903,-0.222783999948759,0.273557956667477,0.0602857499982747,1021.13368052502,1021.07339477502,-12.3622755054632,-17.2797292462604,-0.0319078549838423
305391.75,4907414.45,-0.175356000065643,-0.214288499958865,0.276892195580956,0.0577675000015856,1021.13351213002,1021.07574463002,-14.6589555046497,-17.9221129956504,-0.0343955799830837
305391.85,4907414.45,-0.186967000064172,-0.205279249971632,0.277662078040758,0.0554897500055877,1021.13881799751,1021.08332824751,-16.5459765034749,-18.2416242450762,-0.0313480224881459
305391.95,4907414.45,-0.192709750070174,-0.195008249981279,0.274162844552047,0.0534255000085161,1021.14198751002,1021.08856201001,-17.7161000031968,-18.0386747448983,-0.03037576998247
305392.05,4907414.45,-0.192386500078745,-0.183312499999859,0.265736783431927,0.0514412500128147,1021.14587789501,1021.094436645,-18.0287732529408,-17.2952294956193,-0.02856058498935
305392.15,4907414.45,-0.186214750086955,-0.170288250009525,0.25233711823918,0.0494037500159186,1021.14971503002,1021.10031128,-17.5149572529618,-16.1228092459659,-0.0266765699836924
305392.25,4907414.45,-0.174330000104324,-0.155985000033629,0.233927914477654,0.0476067500210649,1021.15113763252,1021.1035308825,-16.2630825039651,-14.6446954978139,-0.0272070974832559
305392.35,4907414.45,-0.156495500125561,-0.13995975006302,0.209951359122184,0.0458957500268311,1021.16001623251,1021.11412048248,-14.3444092553246,-12.9111045000911,-0.0201595474940177
305392.45,4907414.45,-0.132402500129089,-0.121577750084288,0.179754197046943,0.0435900000325986,1021.16508048001,1021.12149047998,-11.7758197554096,-10.8822102518035,-0.0168653199872324
305392.55,4907414.45,-0.0950492502099693,-0.0920570001986727,0.132321015908493,0.0402810000417198,1021.17184228,1021.13156127996,-7.99056726266409,-7.68628101274866,-0.0118125100012776
305392.65,4907414.45,-0.045446250212153,-0.0462767502242089,0.0648606141634462,0.0287647501113233,1021.17039683007,1021.14163207996,-3.48390676359914,-3.43270051503015,-0.014844869931494
305392.75,4907414.45,-0.00977975009677358,-0.0100875000998189,0.0140499526767597,0.00960475009504191,1021.16028529254,1021.15068054245,-0.655832006489656,-0.637660506309843,-0.0264822874568154
305390.55,4907414.35,-0.00985874998852291,-0.0211939999753269,0.0233747852672567,0.0166197499806521,1021.11809069999,1021.10147095001,-0.549988499359729,-1.16865474863951,-0.0149049100052707
305390.65,4907414.35,-0.0353245,-0.0642275,0.0733006961529016,0.03881625,1021.12817172,1021.08935547,-1.9816385,-3.5101435,-0.00811978000001545
305390.75,4907414.35,-0.0596044999949517,-0.11462074998338,0.129192154353121,0.0498277499968366,1021.13390368,1021.08407593,-3.3706259997047,-6.3891117490069,-0.00556164999989051
305390.85,4907414.35,-0.0718412499958512,-0.172527499965829,0.186887408472121,0.0599482499945451,1021.12879591001,1021.06884766001,-4.08976824975341,-9.83441549797534,-0.0137211799936949
305390.95,4907414.35,-0.0746142500004603,-0.227269499985222,0.239204330911177,0.067990999998046,1021.12688993,1021.05889893,-4.24255225003436,-13.0744987491264,-0.0186178800017842
305391.05,4907414.35,-0.07195950000217,-0.265867499984623,0.275433652970431,0.0719129999993423,1021.127973795,1021.056060795,-4.11537550007933,-15.4951812489292,-0.0204637049973826
305391.15,4907414.35,-0.071261,-0.28038,0.289294096934244,0.072602,1021.12582466,1021.05322266,-4.215533,-16.791425,-0.0254204599999639
305391.25,4907414.35,-0.0771559999972471,-0.277329250002534,0.287862052453156,0.0717375000005754,1021.126425,1021.0546875,-4.76610924977749,-17.1665935000008,-0.0275667000001931
305391.35,4907414.35,-0.0892147499914676,-0.266882500007093,0.28139925448742,0.0693865000015862,1021.129048365,1021.059661865,-5.73554874931645,-17.0956062500811,-0.0276288850025139
305391.45,4907414.35,-0.105530499994769,-0.254813750003479,0.275801982625182,0.0665657500008488,1021.12973714,1021.06317139,-7.12427924953343,-17.0893252499631,-0.0295646199989505
305391.55,4907414.35,-0.124099499988845,-0.243488500006227,0.273289837961026,0.0635975000017579,1021.13091928,1021.06732178,-8.92963649883143,-17.3982374997142,-0.0308849200030181
305391.65,4907414.35,-0.14269125,-0.23313375,0.273335212176596,0.060568,1021.13204017,1021.07147217,-11.07713725,-18.007998,-0.0322664699998541
305391.75,4907414.35,-0.158956249995777,-0.222885750003051,0.273761112956429,0.057529750000884,1021.131473845,1021.073944095,-13.3561509993392,-18.7064319998055,-0.0352131650004139
305391.85,4907414.35,-0.170693749994783,-0.211580500007058,0.271850444675962,0.0545482500017029,1021.136548985,1021.08200073499,-15.3980904989445,-19.1499689998727,-0.0324573650048023
305391.95,4907414.35,-0.176249499999375,-0.198408750004138,0.265386356710804,0.0516885000008132,1021.13927395,1021.08758545,-16.784082499721,-19.0225732501378,-0.0319296599991503
305392.05,4907414.35,-0.174846750002883,-0.183164250009471,0.253220316065088,0.0488882500016336,1021.14282135499,1021.09393310499,-17.2303140000386,-18.2004682506814,-0.0305184850057003
305392.15,4907414.35,-0.1665495,-0.16603425,0.235172507158708,0.0459685,1021.14624926,1021.10028076,-16.69260225,-16.78484125,-0.0291657799999712
305392.25,4907414.35,-0.151779500005209,-0.147017750005834,0.211308389418426,0.0431407500007632,1021.14693103,1021.10379028,-15.3011240005162,-14.9492590005852,-0.0304981700013514
305392.35,4907414.35,-0.131032250013734,-0.125932250012879,0.18173712371711,0.0402782500018059,1021.15572624499,1021.11544799499,-13.1500337514717,-12.7502687513896,-0.0235950450075961
305392.45,4907414.35,-0.0974800000126628,-0.094380250011926,0.135683388794585,0.0366762500011937,1021.16027244,1021.12359619,-9.55819350135487,-9.2898872513194,-0.0208798999989313
305392.55,4907414.35,-0.0491960000308844,-0.048047000030087,0.0687659845485394,0.0257185000103691,1021.16063671,1021.13491820999,-4.62713075303078,-4.42101625302932,-0.0222246200029304
305392.65,4907414.35,-0.01133325,-0.01110125,0.0158644352917146,0.00840575,1021.15464598,1021.14624023,-1.01185525,-0.909425,-0.0298633000001018
305390.45,4907414.25,-0.00446374995582984,-0.00575874994301543,0.00728616940335257,0.00658824993480728,1021.11547496998,1021.10888672004,-0.284648497183317,-0.365548746382785,-0.012576790021285
305390.55,4907414.25,-0.0190767498994041,-0.0432307498516505,0.0472527260532172,0.0249297499198885,1021.12272332997,1021.09779358005,-1.16701924334224,-2.68715298951193,-0.00880743003290263
305390.65,4907414.25,-0.0397862499523046,-0.0940317498817244,0.102102476322009,0.0419719999903934,1021.12867244002,1021.08670044002,-2.34092324612716,-5.58744824051821,-0.00615421998486454
305390.75,4907414.25,-0.0581520000084253,-0.137348249879268,0.149151590168786,0.051907749991556,1021.13345072002,1021.08154297003,-3.35547324958316,-7.92297474084249,-0.00448872998197203
305390.85,4907414.25,-0.0693202500272729,-0.187046999897087,0.199479014521188,0.0603442499960422,1021.12762025252,1021.06727600253,-4.00713000081663,-10.885252491769,-0.0133709574787417
305390.95,4907414.25,-0.0715300000365224,-0.234416999951136,0.24508747575369,0.0670330000031321,1021.12519950501,1021.05816650501,-4.16510050141546,-13.8438369947717,-0.0187824249902633
305391.05,4907414.25,-0.0678137500394663,-0.268324749973721,0.276761406527129,0.0708042500039183,1021.12599529252,1021.05519104251,-3.98240500173337,-16.0364572463242,-0.0209163274843149
305391.15,4907414.25,-0.0651470000404334,-0.282597249989097,0.290009202122395,0.0718062500038953,1021.12402183001,1021.05221558001,-3.90564075212296,-17.1522329980822,-0.0257584399867028
305391.25,4907414.25,-0.0683305000479218,-0.282020999980568,0.290180808577754,0.071372250002696,1021.12477801251,1021.05340576251,-4.2324915028135,-17.5343369980803,-0.0278098774861064
305391.35,4907414.25,-0.0774912500547667,-0.274347999973467,0.285081951242957,0.0695997500009066,1021.12753737251,1021.05793762251,-4.98590075336985,-17.6213134976665,-0.0277360674868987
305391.45,4907414.25,-0.0909710000693754,-0.264178249962746,0.279402703292222,0.0669697499992603,1021.12824905002,1021.06127930002,-6.13278400462293,-17.7254994972184,-0.0297099299832553
305391.55,4907414.25,-0.107093750075113,-0.25342299996301,0.275122315008075,0.0640017500002244,1021.12943144001,1021.06542969001,-7.66900725525679,-18.0403599969789,-0.0310910199870023
305391.65,4907414.25,-0.124035750093223,-0.242286249959909,0.272190180243197,0.0607427499992759,1021.13032283002,1021.06958008002,-9.57341225749897,-18.6021739975093,-0.0327631099830796
305391.75,4907414.25,-0.139643250092791,-0.230158249972473,0.269208204419682,0.0572337500024731,1021.12933153002,1021.07209778002,-11.7264912576805,-19.2799884975757,-0.0361958099821322
305391.85,4907414.25,-0.151527750090762,-0.21615574999098,0.263977209815036,0.0535992500065469,1021.13411988001,1021.08052063001,-13.8359935071,-19.7823417475087,-0.0337267999865389
305391.95,4907414.25,-0.157354750092973,-0.199438750005471,0.254040021218246,0.0499345000091613,1021.13636028002,1021.08642578001,-15.4380497569175,-19.711745997635,-0.0338057399801528
305392.05,4907414.25,-0.155460500097518,-0.179702500035848,0.237615141793835,0.0462677500144282,1021.13952946751,1021.0932617175,-16.0685375062248,-18.7695429989978,-0.0328338124871834
305392.15,4907414.25,-0.145430500100494,-0.15731300005113,0.214236809032824,0.0424762500164495,1021.14257390502,1021.100097655,-15.5402422560352,-16.994179000182,-0.0319256049817795
